Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,YouTube,Skype,Широта,Долгота,2GIS URL
Калина-малина,фирменный магазин фермерских продуктов,Молочные продукты; Мясо / Полуфабрикаты; Колбасные изделия; Овощи / Фрукты; Кулинарии,"Елены Стасовой, 50",1 этаж,660130,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,89237712020,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,56.020929,92.732018,https://2gis.com/firm/70000001062753393
Магазин-кулинария,,Кулинарии,"Сурикова, 12",1 этаж,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-17:00,+07:00,83912523351,,,,,http://ionessi-banket.ru,,,,,,56.010535,92.877702,https://2gis.com/firm/985690700307058
Булофная,магазин свежей выпечки,Пекарни; Кондитерские изделия; Кулинарии,"60 лет Октября, 45/3",,660078,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89233650888,,,,,,,,,,,55.97787,92.855068,https://2gis.com/firm/70000001037005950
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"Медицинский переулок, 5/1",,660042,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:30-20:00; Вт: 07:30-20:00; Ср: 07:30-20:00; Чт: 07:30-20:00; Пт: 07:30-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89233650888,,,,,,,,,,,55.976734,92.84322,https://2gis.com/firm/70000001036092001
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"Свердловская, 113д",,660006,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89233650888,,,,,,,,,,,55.975095,92.801248,https://2gis.com/firm/70000001036711665
Алиса,банкетный зал,Кафе; Банкетные залы; Кондитерские изделия; Кулинарии,"проспект Металлургов, 39а/1",1 этаж,660073,Зелёная Роща,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+07:00,83912242326,,,m27031959@mail.ru,,http://alisa-restaurant.ru,,,,,,56.052102,92.960083,https://2gis.com/firm/985690699471311
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"Академика Курчатова, 17г",,660062,БСМП - ГорДК,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:00-19:00; Вт: 07:00-19:00; Ср: 07:00-19:00; Чт: 07:00-19:00; Пт: 07:00-19:00; Сб: 07:00-19:00; Вс: 07:00-19:00,+07:00,89504138535,,,,,,,,,,,56.018252,92.771737,https://2gis.com/firm/70000001038116285
Калина-малина,фирменный магазин фермерских продуктов,Молочные продукты; Мясо / Полуфабрикаты; Колбасные изделия; Овощи / Фрукты; Кулинарии,"Апрельская, 1",,660050,Образцово,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,89607530016,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,55.9911,92.986192,https://2gis.com/firm/70000001062785799
Мистер-Эклер,магазин-кулинария,Кулинарии,"Академика Павлова, 1 ст90",1 этаж,660003,,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,83912606687,,,,,,,,,,,55.998626,92.972035,https://2gis.com/firm/985690700502659
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"Мирошниченко, 1а",,660130,Ветлужанка,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89233650888,,,,,,,,,,,56.028778,92.754731,https://2gis.com/firm/70000001031624920
Ёлки,мини-маркет,Продуктовые магазины; Пекарни; Кулинарии,"Елены Стасовой, 54г/25",,660130,СНТ Сад 2 ЭВРЗ,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+07:00,89504374494,,,,,,,,,,,56.019961,92.720223,https://2gis.com/firm/70000001045015356
Калина-малина,фирменный магазин фермерских продуктов,Колбасные изделия; Кулинарии; Молочные продукты; Мясо птицы / Полуфабрикаты; Мясо / Полуфабрикаты,"Крайняя, 14/1",,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,89631841710,88007008121,,,,http://kalina-malina.ru,,https://twitter.com/sibkalina,https://vk.com/kalina_malina_ferm,https://youtube.com/channel/UCru-Ps__9_ZYfrqkZQQijcQ,,56.016784,92.963733,https://2gis.com/firm/70000001060515123
Дом хлеба,пекарня,Кондитерские изделия; Кулинарии; Пекарни,"Партизана Железняка, 24Б",1 этаж,660022,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:30-20:30; Вт: 07:30-20:30; Ср: 07:30-20:30; Чт: 07:30-20:30; Пт: 07:30-20:30; Сб: 07:30-20:30; Вс: 08:00-20:30,+07:00,89069122911,,,,,,,,,,,56.030353,92.916158,https://2gis.com/firm/70000001037157441
Буфет,,Кулинарии,"Карла Маркса, 48",1 этаж,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30,+07:00,89676069888,,,,,,,,,,,56.011181,92.877552,https://2gis.com/firm/70000001018554503
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"проспект им. газеты Красноярский Рабочий, 43",1 этаж,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89082001096,,,,,,,,,,,56.010928,92.966613,https://2gis.com/firm/70000001060560991
Дом хлеба,пекарня,Кондитерские изделия; Кулинарии; Пекарни,"Ферганская, 9",,660111,Зелёная Роща,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,,+07:00,89069122911,,,,,,,,,,,56.051695,92.9745,https://2gis.com/firm/70000001059764094
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"Алёши Тимошенкова, 183а",,660052,Водников,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:00-20:00; Вт: 07:00-20:00; Ср: 07:00-20:00; Чт: 07:00-20:00; Пт: 07:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89233650888,,,,,,,,,,,55.970922,92.937823,https://2gis.com/firm/70000001039550636
Услада,кулинария,Кулинарии; Кондитерские изделия,"переулок Маяковского, 18",1 этаж,660003,Первомайский,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,83912147870,,,,,,,,,,,55.991542,92.96334,https://2gis.com/firm/985690699541312
Матрешка,кулинария,Кулинарии; Кондитерские изделия; Продукты быстрого приготовления,"Мате Залки, 19",1 этаж,660127,Северный,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+07:00,83912872334,,,,,,,,,,,56.062906,92.940054,https://2gis.com/firm/70000001025292084
Тезей,кулинария,Кулинарии,"Ферганская, 9",1 этаж,660111,Зелёная Роща,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,83912243887,,,,,,,,,,,56.051695,92.9745,https://2gis.com/firm/985690699472163
Кулинарная лавка,,Кулинарии,"78 Добровольческой Бригады, 15",,660077,Взлётка,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:35-15:00; Вт: 07:35-15:00; Ср: 07:35-15:00; Чт: 07:35-15:00; Пт: 07:35-15:00,+07:00,83912911921,,,,,,,,,,,56.043847,92.907811,https://2gis.com/firm/70000001057357783
Кулинария,,Кулинарии,"проспект им. газеты Красноярский Рабочий, 79/2",,660059,,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,"Пн: 08:00-14:00, 15:00-20:00; Вт: 08:00-14:00, 15:00-20:00; Ср: 08:00-14:00, 15:00-20:00; Чт: 08:00-14:00, 15:00-20:00; Пт: 08:00-14:00, 15:00-20:00; Сб: 08:00-14:00, 15:00-20:00; Вс: 08:00-14:00, 15:00-20:00",+07:00,,,,,,,,,,,,56.004808,92.941323,https://2gis.com/firm/70000001064247100
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"Мичурина, 14ж",,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:00-20:00; Вт: 07:00-20:00; Ср: 07:00-20:00; Чт: 07:00-20:00; Пт: 07:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,89233650888,,,,,,,,,,,56.004949,92.964864,https://2gis.com/firm/70000001033319885
Булофная,магазин свежей выпечки,Хлебобулочные изделия; Кондитерские изделия; Кулинарии,"Коммунальная, 2г",1 этаж,660059,,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 07:00-18:00; Вт: 07:00-18:00; Ср: 07:00-18:00; Чт: 07:00-18:00; Пт: 07:00-18:00; Сб: 07:00-18:00; Вс: 07:00-18:00,+07:00,89233650888,,,,,,,,,,,56.008545,92.948999,https://2gis.com/firm/70000001029452056
